Vehicle Model,Battery Capacity (kWh),Charging Station Location,Energy Consumed (kWh),Charging Rate (kW),Charging Time Difference (minutes),Time of Day,Day of Week,State of Charge (Start %),State of Charge (End %),Distance Driven (since last charge) (km),Temperature (°C),Vehicle Age (years),Charger Type,User Type,Energy per 100 km (kWh/100 km),Charging Cost (USD),Long Session
Chevy Bolt,83.85321211,San Francisco,112.4664122,39.36614586,131,Night,Sunday,45.36470005,100,137.4290536,20.84370302,5,DC Fast Charger,Commuter,81.83597952,44.98656486,Normal
Chevy Bolt,70.2823019,Los Angeles,138.8667986,43.82879255,147,Night,Sunday,21.31799656,100,142.1279466,11.33456146,3,Level 2,Commuter,97.70548432,34.71669965,Normal
BMW i3,70.05900616,Houston,2.027237786,42.4563389,160,Evening,Sunday,46.72935472,49.62296955,106.281065,6.758631954,8,DC Fast Charger,Casual Driver,1.907430817,0.810895115,Long Session
BMW i3,67.49942772,Houston,37.92657805,39.69382579,102,Night,Tuesday,26.43926246,82.62726187,3.480549863,26.10635708,3,DC Fast Charger,Long-Distance Traveler,1089.672021,15.17063122,Normal
BMW i3,79.92386627,Chicago,29.13450243,25.39372369,173,Evening,Monday,107.9102688,100,168.1997796,26.55522698,1,Level 1,Commuter,17.32136778,3.787485315,Long Session
Tesla Model 3,82.9418516,Chicago,29.58677965,22.78400552,240,Morning,Friday,77.0021305,100,32.60520936,24.63703362,3,Level 2,Casual Driver,90.74249248,7.396694912,Normal
Hyundai Kona,99.83613791,New York,44.95877967,19.44098532,198,Afternoon,Tuesday,57.22539079,100,166.2354145,12.18498598,5,Level 2,Commuter,27.04524773,11.23969492,Long Session
Chevy Bolt,74.80316529,New York,12.90917223,43.1626263,232,Morning,Thursday,71.01953627,88.27705763,245.6077059,19.85636578,6,Level 2,Commuter,5.256012704,3.227293057,Normal
Hyundai Kona,84.44385632,Houston,48.59918775,40.01193754,131,Evening,Saturday,35.56343691,93.11550744,259.6454559,5.495180132,9,DC Fast Charger,Commuter,18.71751908,19.4396751,Normal
BMW i3,58.6966221,New York,12.57440487,24.66488254,110,Afternoon,Saturday,33.65141681,55.07412296,73.88058343,19.49244078,6,Level 2,Long-Distance Traveler,17.01990467,3.143601217,Normal
Nissan Leaf,75.60677805,Chicago,4.716047936,20.28172944,114,Morning,Sunday,44.35604492,50.59364432,185.5006207,10.06067656,1,Level 2,Commuter,2.542335395,1.179011984,Long Session
Chevy Bolt,67.81027883,Chicago,13.76801984,31.56013243,104,Evening,Thursday,80.4625967,100,169.2871069,8.595755466,1,Level 1,Long-Distance Traveler,8.132940594,1.789842579,Normal
Chevy Bolt,93.30029221,Chicago,35.07438111,24.9135761,214,Night,Wednesday,50.52942837,88.12243078,70.91055765,7.200078827,4,Level 2,Casual Driver,49.46284767,8.768595277,Long Session
Nissan Leaf,60.73157494,Chicago,54.79239964,11.66451803,65,Afternoon,Tuesday,27.33499611,100,197.0573101,18.24897221,3,DC Fast Charger,Long-Distance Traveler,27.80531187,21.91695985,Normal
Nissan Leaf,56.47130583,Los Angeles,46.1586979,23.45041404,86,Evening,Monday,69.16185985,100,75.14155156,41.59884045,4,Level 2,Commuter,61.42899228,11.53967448,Normal
Hyundai Kona,84.94340617,San Francisco,16.43074023,31.00919129,44,Morning,Sunday,90.28576728,100,356.2550089,28.8381847,1,DC Fast Charger,Commuter,4.612072763,6.572296093,Normal
Hyundai Kona,20.67090281,New York,0.556722857,20.55407628,137,Afternoon,Saturday,45.22667088,47.91993911,11.99681887,18.30074532,1,DC Fast Charger,Long-Distance Traveler,4.640587334,0.222689143,Normal
Tesla Model 3,77.49948753,New York,55.19778946,38.25530071,156,Evening,Friday,39.72475101,100,84.92091717,29.34855778,4,Level 1,Casual Driver,64.99905005,7.17571263,Long Session
Nissan Leaf,60.52420071,Los Angeles,55.61973588,27.89677608,141,Evening,Friday,72.44226526,100,102.9599253,35.72155545,5,DC Fast Charger,Long-Distance Traveler,54.02076167,22.24789435,Long Session
BMW i3,102.4754834,New York,20.2739541,7.893468065,118,Morning,Tuesday,44.97564348,64.759843,5.432453825,22.88993851,4,DC Fast Charger,Commuter,373.2006706,8.109581641,Long Session
BMW i3,77.16189875,New York,59.04265181,23.34734165,135,Morning,Monday,45.04496029,100,4.931293827,9.752689464,3,Level 1,Commuter,1197.305492,7.675544736,Normal
Hyundai Kona,74.25993947,Houston,20.27230921,24.06653632,180,Afternoon,Sunday,50.40685465,77.70597361,91.94405909,7.881456008,2,DC Fast Charger,Casual Driver,22.04852539,8.108923683,Long Session
BMW i3,46.92618122,Los Angeles,33.98816193,20.72479721,159,Night,Monday,42.19312583,100,51.25470089,16.18030825,7,DC Fast Charger,Casual Driver,66.31228228,13.59526477,Long Session
Tesla Model 3,101.4243936,Chicago,23.84833673,37.7928959,89,Night,Wednesday,17.58728995,41.10070314,51.03315091,7.643177914,2,Level 1,Long-Distance Traveler,46.73106854,3.100283775,Long Session
Nissan Leaf,110.4001024,Los Angeles,12.71643245,22.75901048,156,Evening,Tuesday,27.46707857,38.98557553,174.7522306,7.099200099,1,DC Fast Charger,Long-Distance Traveler,7.276835553,5.086572979,Normal
Chevy Bolt,60.70244412,San Francisco,34.85650214,21.6588949,54,Night,Sunday,69.4289678,100,85.73625403,25.13701959,4,Level 1,Long-Distance Traveler,40.65549928,4.531345278,Normal
Hyundai Kona,88.64742951,New York,65.67446217,41.66899182,209,Afternoon,Wednesday,52.92294773,100,11.29154329,45.72873242,2,DC Fast Charger,Casual Driver,581.625208,26.26978487,Normal
Chevy Bolt,67.36572027,Chicago,35.23984305,23.75979478,140,Night,Tuesday,40.85416305,93.16540221,213.8412709,21.28692764,4,DC Fast Charger,Casual Driver,16.47943959,14.09593722,Normal
Nissan Leaf,77.08571772,New York,29.21281579,22.63113285,204,Morning,Saturday,38.88093456,76.77746929,160.4305769,28.74926131,6,Level 2,Long-Distance Traveler,18.20900751,7.303203947,Long Session
Tesla Model 3,74.05613678,Chicago,51.45351401,39.39091141,219,Morning,Saturday,4.797052992,74.27612151,171.5864086,-0.482975636,5,DC Fast Charger,Casual Driver,29.98694036,20.5814056,Normal
BMW i3,50.08666772,San Francisco,42.19827513,22.46168157,158,Morning,Monday,39.61914158,100,136.1118494,8.839764151,3,Level 2,Commuter,31.00264621,10.54956878,Normal
Hyundai Kona,88.19853772,San Francisco,12.86115054,19.3892487,219,Morning,Saturday,24.56682203,39.14886713,343.7794916,-0.615727323,5,DC Fast Charger,Commuter,3.741104648,5.144460216,Long Session
BMW i3,68.51717708,San Francisco,64.7528344,45.12865698,147,Night,Friday,26.24760457,100,204.0369481,26.8765414,6,Level 1,Casual Driver,31.73583755,8.417868472,Normal
Nissan Leaf,80.6103266,Houston,0.222655943,28.81965157,176,Afternoon,Monday,52.17429442,52.4505071,152.3917455,15.59493647,0,Level 1,Casual Driver,0.146107614,0.028945273,Long Session
Chevy Bolt,88.74536828,Houston,11.61856983,26.51048633,184,Evening,Wednesday,47.96170274,61.05373227,67.93653972,-5.293360337,5,DC Fast Charger,Commuter,17.10209245,4.647427931,Long Session
Hyundai Kona,49.78554594,Houston,93.80358874,37.8529335,85,Morning,Tuesday,23.24651979,100,346.8960626,-3.660043417,4,DC Fast Charger,Commuter,27.04083409,37.5214355,Normal
Hyundai Kona,60.5119307,New York,13.71292877,47.93433055,131,Night,Saturday,35.52846479,58.18999387,66.44288801,-7.404128948,4,Level 2,Long-Distance Traveler,20.63867057,3.428232193,Normal
BMW i3,90.16689318,Chicago,27.18637981,42.35826102,66,Morning,Tuesday,37.10141089,67.25258817,95.29002099,14.7131058,7,Level 1,Commuter,28.53014359,3.534229376,Normal
BMW i3,76.3874409,San Francisco,34.36962758,17.39520419,93,Evening,Friday,66.33162791,100,104.4576691,12.89981408,3,Level 1,Long-Distance Traveler,32.90292409,4.468051585,Normal
Hyundai Kona,47.53047797,San Francisco,23.25204364,17.21912194,115,Night,Wednesday,44.30468087,93.22496241,185.4130683,27.07541168,0,Level 2,Long-Distance Traveler,12.54067141,5.81301091,Normal
Chevy Bolt,80.39980987,New York,72.75050039,21.72451562,142,Afternoon,Thursday,58.58035736,100,61.09702147,34.2695188,8,DC Fast Charger,Casual Driver,119.0737267,29.10020015,Long Session
Chevy Bolt,62.67751612,San Francisco,44.77836709,45.94404654,182,Afternoon,Friday,36.37669652,100,204.048345,14.93729306,4,DC Fast Charger,Long-Distance Traveler,21.94497931,17.91134684,Normal
Hyundai Kona,55.82062156,Houston,11.21112102,39.11419366,92,Evening,Monday,36.23247886,56.31667123,177.6078957,42.15919454,2,DC Fast Charger,Long-Distance Traveler,6.31228751,4.484448407,Normal
Tesla Model 3,86.66498075,San Francisco,33.46729288,37.73549327,187,Evening,Tuesday,64.23122012,100,164.3060444,36.27088241,3,Level 2,Commuter,20.36887504,8.366823219,Normal
Tesla Model 3,79.8831232,Chicago,32.39944816,24.0229862,97,Morning,Monday,46.90304477,87.46160941,52.28480414,29.94489194,4,Level 2,Commuter,61.96723635,8.099862039,Normal
Hyundai Kona,80.33430424,Los Angeles,61.39240151,37.08787435,250,Morning,Friday,42.99741067,100,136.5757926,6.629773445,4,Level 2,Long-Distance Traveler,44.95115886,15.34810038,Normal
Hyundai Kona,81.71573338,Chicago,59.54525909,37.73030037,149,Afternoon,Thursday,35.73431988,100,81.92362589,36.62185888,3,DC Fast Charger,Casual Driver,72.68386676,23.81810364,Normal
Hyundai Kona,68.22741674,Los Angeles,21.72691166,27.57934736,210,Evening,Tuesday,70.66883646,100,204.0711986,14.52874576,5,DC Fast Charger,Casual Driver,10.64673104,8.690764662,Long Session
Hyundai Kona,74.15307093,Los Angeles,55.63236827,48.86502331,118,Evening,Sunday,91.68488736,100,181.0186712,18.94593205,2,Level 1,Casual Driver,30.73294478,7.232207875,Normal
BMW i3,75.01652838,Chicago,64.63809365,38.28203574,120,Evening,Sunday,71.35191489,100,162.7796368,30.11036258,5,Level 1,Commuter,39.70895557,8.402952174,Long Session
BMW i3,88.1214432,Los Angeles,116.1462173,37.61191249,200,Evening,Monday,14.16052166,100,355.1350899,19.33817849,2,Level 2,Long-Distance Traveler,32.704799,29.03655434,Normal
Tesla Model 3,67.08827973,Chicago,21.7159744,42.00566923,31,Morning,Friday,17.79086924,50.16012134,67.07670469,14.60967682,4,DC Fast Charger,Commuter,32.37483788,8.686389758,Normal
Chevy Bolt,58.83404252,New York,62.65637843,38.08087643,50,Morning,Friday,64.45167562,100,30.82130524,31.80726099,8,DC Fast Charger,Long-Distance Traveler,203.2891792,25.06255137,Normal
Chevy Bolt,69.80721739,Los Angeles,42.86695661,24.95500304,142,Morning,Wednesday,58.6151702,100,229.6483304,4.84669915,5,DC Fast Charger,Long-Distance Traveler,18.66634803,17.14678264,Long Session
Hyundai Kona,72.80359281,Houston,57.83035703,41.25313028,144,Evening,Friday,107.4995631,100,105.2013122,16.42326082,4,Level 2,Commuter,54.97113657,14.45758926,Normal
Hyundai Kona,89.04614704,Los Angeles,9.108981464,38.3921443,214,Evening,Monday,75.67422026,85.90372684,170.359967,27.48900165,3,Level 2,Long-Distance Traveler,5.346902574,2.277245366,Long Session
BMW i3,65.72794875,Los Angeles,35.06746351,30.06177538,113,Night,Saturday,82.56233007,100,95.1187285,32.73798495,7,Level 1,Long-Distance Traveler,36.86704402,4.558770256,Normal
Hyundai Kona,65.73905507,San Francisco,19.73311091,10.89429564,136,Night,Friday,12.20064807,42.21798082,310.3150061,7.490481208,5,Level 1,Long-Distance Traveler,6.359057901,2.565304418,Long Session
Tesla Model 3,53.02939965,New York,41.75996525,24.43547586,90,Morning,Monday,47.79012571,100,250.4417086,-5.142737517,6,Level 1,Long-Distance Traveler,16.67452498,5.428795482,Normal
Hyundai Kona,61.55489875,Los Angeles,29.15880123,23.229966,103,Afternoon,Saturday,68.52579259,100,68.52987536,-4.302461863,4,Level 2,Long-Distance Traveler,42.54903584,7.289700307,Normal
Tesla Model 3,87.83336354,New York,46.00437238,29.46873866,42,Night,Saturday,71.46419244,100,88.65614567,-0.556900036,4,Level 1,Long-Distance Traveler,51.89078775,5.980568409,Normal
Nissan Leaf,71.37811244,Chicago,36.31137945,26.49647995,143,Afternoon,Tuesday,92.05657159,100,76.73162431,1.360722253,5,DC Fast Charger,Long-Distance Traveler,47.32257368,14.52455178,Long Session
Tesla Model 3,68.28366146,San Francisco,49.24274825,38.54330131,217,Evening,Friday,39.3565515,100,20.29739214,11.3404609,5,DC Fast Charger,Casual Driver,242.6062812,19.6970993,Long Session
BMW i3,71.59613041,New York,49.05705955,46.09675156,56,Afternoon,Sunday,63.96560019,100,173.6769472,0.380236525,7,Level 1,Casual Driver,28.24615492,6.377417742,Normal
Hyundai Kona,75.52314673,Houston,58.59825889,18.48202522,209,Afternoon,Friday,48.01030194,100,172.8257522,38.46629315,6,DC Fast Charger,Commuter,33.90597647,23.43930356,Long Session
Chevy Bolt,102.6337518,Los Angeles,3.594938616,53.02084808,188,Afternoon,Wednesday,30.3477153,33.85040185,183.5837417,-2.258395295,2,Level 2,Commuter,1.958200974,0.898734654,Normal
Nissan Leaf,70.27491592,Los Angeles,82.88193677,22.34851026,123,Night,Friday,59.7435247,100,88.57051191,-7.363100305,4,DC Fast Charger,Long-Distance Traveler,93.57734869,33.15277471,Normal
Chevy Bolt,87.99315029,New York,36.50955341,19.30515221,203,Morning,Friday,29.3102952,70.80165367,198.484964,6.340954325,5,DC Fast Charger,Casual Driver,18.39411544,14.60382137,Long Session
Nissan Leaf,49.89227289,Houston,21.62815337,21.29865833,134,Night,Sunday,60.9849438,100,163.8036206,9.827889488,5,DC Fast Charger,Commuter,13.20370898,8.651261347,Normal
Chevy Bolt,44.80454653,Chicago,23.44428966,21.26556329,101,Evening,Tuesday,51.73449531,100,241.2625737,37.40246213,4,DC Fast Charger,Casual Driver,9.71733382,9.377715866,Normal
Hyundai Kona,86.39728922,New York,45.71945461,27.51136492,93,Night,Tuesday,3.663114688,56.5808104,220.6760026,39.18919888,0,Level 2,Casual Driver,20.71790955,11.42986365,Normal
BMW i3,69.53845868,Houston,6.63966793,20.81502335,99,Evening,Saturday,49.03653097,58.5847264,147.9045576,6.036040931,4,Level 2,Casual Driver,4.489157088,1.659916983,Normal
Tesla Model 3,59.10895836,Houston,33.9815924,25.37148729,86,Evening,Friday,37.30011644,94.78986646,73.91187105,28.26235691,1,DC Fast Charger,Casual Driver,45.97582488,13.59263696,Normal
BMW i3,123.0887974,San Francisco,41.35238152,24.00916722,164,Morning,Saturday,34.61128037,68.20684909,204.1468695,12.16803997,4,Level 2,Casual Driver,20.25619184,10.33809538,Long Session
Hyundai Kona,77.56457207,Los Angeles,11.2321573,29.53416216,39,Morning,Tuesday,67.31316608,81.79420685,262.0493765,12.53923152,4,Level 2,Commuter,4.286275147,2.808039325,Normal
Nissan Leaf,48.59443535,New York,37.0804267,21.73099344,110,Afternoon,Monday,87.34861725,100,7.937732002,16.97588645,6,Level 1,Long-Distance Traveler,467.1413282,4.820455471,Normal
BMW i3,56.45223568,Chicago,52.28340802,41.64896542,133,Morning,Friday,39.82856892,100,145.0193861,30.68378233,2,DC Fast Charger,Commuter,36.05270263,20.91336321,Normal
Nissan Leaf,58.84740552,Houston,29.30803598,27.61037585,174,Night,Tuesday,41.29830121,91.10174745,180.6304014,20.44589173,5,Level 2,Long-Distance Traveler,16.22541706,7.327008994,Normal
Hyundai Kona,98.71249025,Chicago,32.12036718,38.23772984,79,Evening,Saturday,55.9734185,88.51273251,37.12040001,-9.046307179,2,DC Fast Charger,Long-Distance Traveler,86.53022913,12.84814687,Normal
Chevy Bolt,99.6648889,San Francisco,39.76702965,31.61243799,39,Morning,Wednesday,22.87608395,62.77682542,15.10815358,29.89943794,3,Level 2,Long-Distance Traveler,263.2156831,9.941757414,Normal
BMW i3,96.09117848,San Francisco,57.99422216,26.34293531,226,Evening,Tuesday,93.62751309,100,96.52871506,17.22557225,5,Level 2,Commuter,60.07976189,14.49855554,Normal
BMW i3,68.82725855,San Francisco,24.53141741,55.49875009,199,Morning,Tuesday,72.80911091,100,108.6951784,6.389215933,4,Level 2,Long-Distance Traveler,22.56900239,6.132854352,Normal
BMW i3,73.34514538,Houston,46.57709797,9.385496942,60,Morning,Tuesday,43.33018103,100,318.4906187,3.836177436,3,DC Fast Charger,Long-Distance Traveler,14.62432337,18.63083919,Normal
Tesla Model 3,54.7152867,Chicago,51.99534471,40.68096218,69,Evening,Monday,57.49132497,100,120.2744591,28.59683688,3,Level 1,Casual Driver,43.2305787,6.759394813,Normal
Hyundai Kona,53.97175608,Los Angeles,56.8795087,19.85709555,94,Morning,Wednesday,27.45455019,100,128.1418298,9.832225554,2,Level 2,Commuter,44.38793235,14.21987717,Normal
Tesla Model 3,61.81039158,Chicago,39.53873373,47.50755789,189,Evening,Sunday,71.72875196,100,178.6890624,4.767958668,2,Level 1,Casual Driver,22.12711466,5.140035385,Normal
Tesla Model 3,58.18758513,San Francisco,31.11223746,39.01571409,142,Evening,Tuesday,56.77178425,100,191.9970518,11.98044345,1,Level 1,Casual Driver,16.20453917,4.044590869,Normal
Tesla Model 3,68.85684919,Houston,52.60058641,41.72491014,37,Night,Friday,41.56889174,100,5.450212686,15.05765171,4,DC Fast Charger,Commuter,965.110711,21.04023456,Normal
Nissan Leaf,64.81217693,San Francisco,71.66032256,27.57676094,150,Night,Tuesday,28.42391012,100,254.8839914,8.007504694,5,Level 1,Casual Driver,28.11487774,9.315841932,Long Session
BMW i3,66.48870226,Houston,70.52533641,65.64094014,179,Morning,Saturday,52.45464104,100,196.4518132,-3.611716393,4,DC Fast Charger,Casual Driver,35.89955993,28.21013456,Normal
BMW i3,64.4091151,Chicago,28.86152163,23.38726084,147,Night,Sunday,65.83300114,100,82.215687,13.66007959,9,Level 2,Long-Distance Traveler,35.10464083,7.215380407,Long Session
BMW i3,85.83233764,Chicago,98.18729414,39.38060298,229,Morning,Saturday,22.58433968,100,134.4796356,-2.016281041,4,DC Fast Charger,Long-Distance Traveler,73.01276042,39.27491766,Long Session
Tesla Model 3,67.85791056,San Francisco,65.15675372,23.8648229,120,Night,Monday,1.878255725,97.89764857,129.5252878,34.77293031,7,Level 2,Casual Driver,50.3042725,16.28918843,Long Session
Nissan Leaf,77.05953376,New York,37.91394135,29.38120016,206,Afternoon,Monday,30.63605592,79.83690038,92.22305954,24.15522023,6,Level 1,Casual Driver,41.11112941,4.928812376,Long Session
Nissan Leaf,81.72327427,New York,31.95717594,22.65768507,191,Afternoon,Wednesday,65.02802538,100,214.7324235,11.02955966,0,DC Fast Charger,Commuter,14.88232444,12.78287038,Long Session
Hyundai Kona,84.22789616,Houston,36.44328252,17.57499153,267,Night,Tuesday,67.7104136,100,161.9462815,12.19048563,4,Level 1,Commuter,22.5033154,4.737626727,Long Session
Tesla Model 3,72.6167564,Los Angeles,8.226687294,25.66668663,239,Evening,Saturday,67.15748046,78.4863909,169.2279617,23.4171776,1,DC Fast Charger,Long-Distance Traveler,4.86130496,3.290674918,Long Session
Chevy Bolt,66.27787017,San Francisco,1.376443208,24.61717881,97,Evening,Tuesday,39.11083908,41.18761554,124.7582273,5.524662729,2,Level 1,Commuter,1.103288527,0.178937617,Normal
Chevy Bolt,79.01717832,Chicago,38.89700903,38.92409701,120,Afternoon,Wednesday,64.00773979,100,65.97200479,18.79598704,7,Level 1,Commuter,58.95987117,5.056611174,Long Session
Chevy Bolt,76.44517327,Los Angeles,72.67854413,19.5892697,41,Night,Tuesday,39.53465145,100,164.5980031,17.45603349,7,DC Fast Charger,Casual Driver,44.15517974,29.07141765,Normal
Hyundai Kona,68.41601896,San Francisco,90.18747515,37.02521135,56,Night,Sunday,89.52096383,100,309.1856338,15.59098219,6,DC Fast Charger,Commuter,29.16936148,36.07499006,Normal
Chevy Bolt,67.52029596,New York,12.5059634,26.2297904,156,Morning,Saturday,61.68209244,80.20387648,275.9765955,11.41787315,8,Level 2,Long-Distance Traveler,4.531530427,3.126490849,Long Session
Nissan Leaf,49.07344523,San Francisco,46.18874738,26.30737209,134,Evening,Saturday,49.3721913,100,11.20902231,29.01570969,4,DC Fast Charger,Casual Driver,412.0675835,18.47549895,Normal
Chevy Bolt,55.89902913,Houston,4.927579134,23.06348498,157,Evening,Saturday,11.67208291,20.48722552,113.6632926,22.30816443,4,Level 1,Casual Driver,4.335242295,0.640585287,Normal
Hyundai Kona,64.44305865,San Francisco,64.97344697,21.78967548,31,Night,Friday,74.73689229,100,33.17930875,22.25816574,4,DC Fast Charger,Casual Driver,195.8251977,25.98937879,Normal
